ARTICLE_CD|PART_NO|COLOR
CI9121CZLH|49|Blue
CI9121CZLH|55|Yellow
CI9121CZLH|56|Yellow
CI9121CZLH|58|Purple
CI9121CZLH|59|Purple
CI9121CZLH|62|Pink
CI9121CZLH|66|Orange
CI9121CZLH|68|Red
CI9121CZLH|69|White
CI9121CZLH|70|Red
CI9121CZLH|73|Green
CI9121CZLH|75|Black
CI9121CZLH|77|Blue
CI9121CZLH|78|Purple
CI9121CZLH|80|Pink
CI9121CZLH|83|Red
CI9121CZLH|84|Purple
CI9121CZLH|86|Green
CI9121CZLH|87|Blue
CI9121CZLH|92|Green
CI9121CZLH|93|Orange
CI9121CZLH|95|Purple
CI9121CZLH|96|Yellow
CK0L12JWCV|1|Green
CK0L12JWCV|2|Blue
CK0L12JWCV|4|White
CK0L12JWCV|5|Black
CK0L12JWCV|8|Yellow
CK0L12JWCV|10|Blue
CK0L12JWCV|14|Pink
CK0L12JWCV|16|Pink
CK0L12JWCV|18|Pink
CK0L12JWCV|21|Pink
CK0L12JWCV|22|Purple
CK0L12JWCV|23|Black
CK0L12JWCV|24|Purple
CK0L12JWCV|28|White
CK0L12JWCV|29|Red
CK0L12JWCV|30|Blue
CK0L12JWCV|33|Pink
CK0L12JWCV|35|Pink
CK0L12JWCV|37|Red
CK0L12JWCV|38|Yellow
CK0L12JWCV|45|Black
CK0L12JWCV|47|White
CK0L12JWCV|48|Green
CK0L12JWCV|49|Yellow
CK0L12JWCV|50|Black
CK0L12JWCV|51|Black
CK0L12JWCV|53|Orange
CK0L12JWCV|54|Green
CK0L12JWCV|55|Black
CK0L12JWCV|58|White
CK0L12JWCV|62|Blue
CK0L12JWCV|63|Green
CK0L12JWCV|65|Yellow
CK0L12JWCV|68|Purple
CK0L12JWCV|69|Orange
CK0L12JWCV|70|Pink
CK0L12JWCV|71|Red
CK0L12JWCV|73|Green
CK0L12JWCV|76|White
CK0L12JWCV|77|Black
CK0L12JWCV|82|Yellow
CK0L12JWCV|83|White
CK0L12JWCV|86|Black
CK0L12JWCV|88|Pink
CK0L12JWCV|91|White
CK0L12JWCV|92|Pink
CK0L12JWCV|94|Yellow
CK0L12JWCV|95|Black
CK0L12JWCV|96|Black
CK0L12JWCV|97|Blue
CK0L12JWCV|99|Orange
D47GOY8W57|0|White
D47GOY8W57|1|Yellow
D47GOY8W57|2|Blue
D47GOY8W57|5|Purple
D47GOY8W57|6|Pink
D47GOY8W57|7|Purple
D47GOY8W57|12|Black
D47GOY8W57|16|Black
D47GOY8W57|17|Purple
D47GOY8W57|20|Orange
D47GOY8W57|22|Yellow
D47GOY8W57|24|Blue
D47GOY8W57|25|White
D47GOY8W57|32|Yellow
D47GOY8W57|35|Purple
D47GOY8W57|40|Black
D47GOY8W57|43|Purple
D47GOY8W57|45|Green
D47GOY8W57|46|Purple
D47GOY8W57|47|Blue
D47GOY8W57|49|Blue
D47GOY8W57|54|Pink
D47GOY8W57|59|Green
D47GOY8W57|61|Red
D47GOY8W57|62|Orange
D47GOY8W57|64|Yellow
D47GOY8W57|65|Red
D47GOY8W57|67|Pink
D47GOY8W57|68|Purple
D47GOY8W57|69|Purple
D47GOY8W57|70|Yellow
D47GOY8W57|72|Red
D47GOY8W57|73|Purple
D47GOY8W57|75|Yellow
D47GOY8W57|76|Purple
D47GOY8W57|77|Blue
D47GOY8W57|79|Blue
D47GOY8W57|80|Red
D47GOY8W57|81|Yellow
D47GOY8W57|82|Pink
D47GOY8W57|85|Black
D47GOY8W57|87|White
D47GOY8W57|88|Purple
D47GOY8W57|89|White
D47GOY8W57|90|Yellow
D47GOY8W57|92|Black
D47GOY8W57|94|Green
D47GOY8W57|95|Blue
D47GOY8W57|96|Green
D47GOY8W57|99|Green
DDAN28ZECO|0|Blue
DDAN28ZECO|1|White
DDAN28ZECO|2|Black
DDAN28ZECO|3|Pink
DDAN28ZECO|6|Purple
DDAN28ZECO|8|Red
DDAN28ZECO|11|Pink
DDAN28ZECO|16|Black
DDAN28ZECO|17|Purple
DDAN28ZECO|18|Pink
DDAN28ZECO|19|Purple
DDAN28ZECO|21|Pink
DDAN28ZECO|23|Green
DDAN28ZECO|24|Red
DDAN28ZECO|26|Orange
DDAN28ZECO|27|Yellow
DDAN28ZECO|32|Pink
DDAN28ZECO|33|Blue
DDAN28ZECO|35|Yellow
DDAN28ZECO|38|Yellow
DDAN28ZECO|39|Purple
DDAN28ZECO|46|White
DDAN28ZECO|49|Black
DDAN28ZECO|52|Green
DDAN28ZECO|54|White
DDAN28ZECO|58|Black
DDAN28ZECO|60|Yellow
DDAN28ZECO|61|Black
DDAN28ZECO|63|Blue
DDAN28ZECO|69|Blue
DDAN28ZECO|75|White
DDAN28ZECO|76|Blue
DDAN28ZECO|77|White
DDAN28ZECO|78|Orange
DDAN28ZECO|80|Green
DDAN28ZECO|82|Yellow
DDAN28ZECO|83|Blue
DDAN28ZECO|84|Blue
DDAN28ZECO|85|Green
DDAN28ZECO|90|Green
DDAN28ZECO|91|Red
DDAN28ZECO|93|Green
DDAN28ZECO|96|White
DDAN28ZECO|98|White
DDAN28ZECO|99|Orange
E1SEUCL646|0|Black
E1SEUCL646|3|Black
E1SEUCL646|7|Blue
E1SEUCL646|12|Black
E1SEUCL646|14|Blue
E1SEUCL646|15|Red
E1SEUCL646|16|Pink
E1SEUCL646|19|Red
E1SEUCL646|20|White
E1SEUCL646|21|Yellow
E1SEUCL646|23|Green
E1SEUCL646|25|White
E1SEUCL646|26|White
E1SEUCL646|28|Orange
E1SEUCL646|31|Blue
E1SEUCL646|33|Green
E1SEUCL646|34|Black
E1SEUCL646|38|Pink
E1SEUCL646|39|Purple
E1SEUCL646|40|Blue
E1SEUCL646|44|Green
E1SEUCL646|46|Yellow
E1SEUCL646|48|Yellow
E1SEUCL646|55|Black
E1SEUCL646|58|Black
E1SEUCL646|59|Red
E1SEUCL646|60|Red
E1SEUCL646|63|Pink
E1SEUCL646|65|Orange
E1SEUCL646|67|Red
E1SEUCL646|73|Orange
E1SEUCL646|75|Black
E1SEUCL646|76|White
E1SEUCL646|77|Blue
E1SEUCL646|78|Green
E1SEUCL646|84|Yellow
E1SEUCL646|89|Blue
E1SEUCL646|91|Yellow
E1SEUCL646|92|Yellow
E1SEUCL646|95|Black
E1SEUCL646|96|Purple
E1SEUCL646|99|Green
ECSYPJNLZX|3|Blue
ECSYPJNLZX|4|White
ECSYPJNLZX|5|Purple
ECSYPJNLZX|10|Orange
ECSYPJNLZX|12|Blue
ECSYPJNLZX|14|Yellow
ECSYPJNLZX|15|Blue
ECSYPJNLZX|16|White
ECSYPJNLZX|17|White
ECSYPJNLZX|18|Black
ECSYPJNLZX|19|Black
ECSYPJNLZX|20|Pink
ECSYPJNLZX|22|White
ECSYPJNLZX|23|Yellow
ECSYPJNLZX|27|White
ECSYPJNLZX|29|Purple
ECSYPJNLZX|30|White
ECSYPJNLZX|31|Black
ECSYPJNLZX|34|Black
ECSYPJNLZX|36|Yellow
ECSYPJNLZX|39|Black
ECSYPJNLZX|40|Black
ECSYPJNLZX|42|Red
ECSYPJNLZX|44|Red
ECSYPJNLZX|47|Pink
ECSYPJNLZX|49|Orange
ECSYPJNLZX|50|Green
ECSYPJNLZX|51|Green
ECSYPJNLZX|54|Purple
ECSYPJNLZX|55|Red
ECSYPJNLZX|57|Yellow
ECSYPJNLZX|58|Pink
ECSYPJNLZX|59|Blue
ECSYPJNLZX|62|Green
ECSYPJNLZX|64|Green
ECSYPJNLZX|65|Red
ECSYPJNLZX|66|Red
ECSYPJNLZX|67|Green
ECSYPJNLZX|70|White
ECSYPJNLZX|77|White
ECSYPJNLZX|80|White
ECSYPJNLZX|81|White
ECSYPJNLZX|82|Orange
ECSYPJNLZX|84|Black
ECSYPJNLZX|89|Red
ECSYPJNLZX|92|Black
ECSYPJNLZX|94|Green
ECSYPJNLZX|95|Red
ECSYPJNLZX|98|Pink
EI9HOI8XU0|0|Red
EI9HOI8XU0|2|White
EI9HOI8XU0|8|Green
EI9HOI8XU0|9|Yellow
EI9HOI8XU0|10|White
EI9HOI8XU0|11|Orange
EI9HOI8XU0|14|Yellow
EI9HOI8XU0|15|Black
EI9HOI8XU0|16|White
EI9HOI8XU0|19|Blue
EI9HOI8XU0|20|White
EI9HOI8XU0|24|Red
EI9HOI8XU0|26|Black
EI9HOI8XU0|28|Orange
EI9HOI8XU0|29|Blue
EI9HOI8XU0|31|Pink
EI9HOI8XU0|33|Black
EI9HOI8XU0|35|Purple
EI9HOI8XU0|36|Black
EI9HOI8XU0|40|Blue
EI9HOI8XU0|44|Red
EI9HOI8XU0|45|Yellow
EI9HOI8XU0|46|Pink
EI9HOI8XU0|47|Orange
EI9HOI8XU0|48|Yellow
EI9HOI8XU0|50|White
EI9HOI8XU0|52|Green
EI9HOI8XU0|55|Yellow
EI9HOI8XU0|56|Purple
EI9HOI8XU0|57|Blue
EI9HOI8XU0|59|Green
EI9HOI8XU0|67|Orange
EI9HOI8XU0|70|Green
EI9HOI8XU0|71|Orange
EI9HOI8XU0|74|Green
EI9HOI8XU0|78|Red
EI9HOI8XU0|88|Green
EI9HOI8XU0|95|Green
EI9HOI8XU0|96|Black
EI9HOI8XU0|99|Red
EUQX5UCC48|5|Blue
EUQX5UCC48|7|Pink
EUQX5UCC48|8|Pink
EUQX5UCC48|9|Black
EUQX5UCC48|11|Black
EUQX5UCC48|12|Green
EUQX5UCC48|16|Yellow
EUQX5UCC48|17|Blue
EUQX5UCC48|20|Orange
EUQX5UCC48|21|Green
EUQX5UCC48|22|Pink
EUQX5UCC48|25|Green
EUQX5UCC48|26|Black
EUQX5UCC48|31|Green
EUQX5UCC48|34|Yellow
EUQX5UCC48|35|Blue
EUQX5UCC48|36|Black
EUQX5UCC48|40|Orange
EUQX5UCC48|42|Red
EUQX5UCC48|43|Orange
EUQX5UCC48|44|Blue
EUQX5UCC48|45|Yellow
EUQX5UCC48|46|Blue
EUQX5UCC48|49|Blue
EUQX5UCC48|50|Yellow
EUQX5UCC48|53|Green
EUQX5UCC48|54|Red
EUQX5UCC48|59|Black
EUQX5UCC48|60|Yellow
EUQX5UCC48|63|Green
EUQX5UCC48|64|Yellow
EUQX5UCC48|68|Black
EUQX5UCC48|69|Yellow
EUQX5UCC48|70|Yellow
EUQX5UCC48|71|Red
EUQX5UCC48|77|Black
EUQX5UCC48|78|Orange
EUQX5UCC48|81|Pink
EUQX5UCC48|82|Purple
EUQX5UCC48|83|Blue
EUQX5UCC48|84|Yellow
EUQX5UCC48|85|Purple
EUQX5UCC48|89|Black
EUQX5UCC48|90|Yellow
EUQX5UCC48|92|Purple
EUQX5UCC48|94|Blue
EUQX5UCC48|96|White
EUQX5UCC48|98|Black
EZ5U1H1KRR|3|Purple
EZ5U1H1KRR|12|White
EZ5U1H1KRR|17|White
EZ5U1H1KRR|19|Red
EZ5U1H1KRR|20|Orange
EZ5U1H1KRR|21|Pink
EZ5U1H1KRR|22|Yellow
EZ5U1H1KRR|23|Pink
EZ5U1H1KRR|24|Red
EZ5U1H1KRR|25|White
EZ5U1H1KRR|27|Pink
EZ5U1H1KRR|29|Blue
EZ5U1H1KRR|30|Pink
EZ5U1H1KRR|36|Black
EZ5U1H1KRR|41|Green
EZ5U1H1KRR|43|Blue
EZ5U1H1KRR|48|Blue
EZ5U1H1KRR|49|Green
EZ5U1H1KRR|53|White
EZ5U1H1KRR|56|White
EZ5U1H1KRR|57|Green
EZ5U1H1KRR|58|Blue
EZ5U1H1KRR|59|Orange
EZ5U1H1KRR|60|Purple
EZ5U1H1KRR|61|Green
EZ5U1H1KRR|63|Purple
EZ5U1H1KRR|67|Pink
EZ5U1H1KRR|68|Blue
EZ5U1H1KRR|69|Orange
EZ5U1H1KRR|70|Black
EZ5U1H1KRR|73|Yellow
EZ5U1H1KRR|75|Yellow
EZ5U1H1KRR|76|Pink
EZ5U1H1KRR|77|White
EZ5U1H1KRR|82|Orange
EZ5U1H1KRR|83|Yellow
EZ5U1H1KRR|85|White
EZ5U1H1KRR|86|Yellow
EZ5U1H1KRR|88|Pink
EZ5U1H1KRR|89|Black
EZ5U1H1KRR|90|Yellow
EZ5U1H1KRR|92|White
EZ5U1H1KRR|97|Red
EZ5U1H1KRR|98|Green
F48P1AD9JF|1|Green
F48P1AD9JF|5|Blue
F48P1AD9JF|7|Blue
F48P1AD9JF|9|Yellow
F48P1AD9JF|11|Green
F48P1AD9JF|15|Red
F48P1AD9JF|19|Yellow
F48P1AD9JF|20|Orange
F48P1AD9JF|21|White
F48P1AD9JF|25|Black
F48P1AD9JF|28|Orange
F48P1AD9JF|29|Purple
F48P1AD9JF|33|Red
F48P1AD9JF|35|Yellow
F48P1AD9JF|38|White
F48P1AD9JF|39|Pink
F48P1AD9JF|42|Orange
F48P1AD9JF|43|Yellow
F48P1AD9JF|45|Pink
F48P1AD9JF|46|White
F48P1AD9JF|49|Red
F48P1AD9JF|51|Orange
F48P1AD9JF|52|Green
F48P1AD9JF|54|Red
F48P1AD9JF|56|Purple
F48P1AD9JF|57|Black
F48P1AD9JF|58|Yellow
F48P1AD9JF|63|Green
F48P1AD9JF|64|Pink
F48P1AD9JF|65|Black
F48P1AD9JF|66|Yellow
F48P1AD9JF|68|Red
F48P1AD9JF|69|Orange
F48P1AD9JF|70|Pink
F48P1AD9JF|74|Green
F48P1AD9JF|75|Red
F48P1AD9JF|76|Black
F48P1AD9JF|77|Green
F48P1AD9JF|78|Yellow
F48P1AD9JF|82|White
F48P1AD9JF|87|Pink
F48P1AD9JF|90|Blue
F48P1AD9JF|91|Purple
F48P1AD9JF|92|Pink
F48P1AD9JF|93|Red
F48P1AD9JF|97|White
F48P1AD9JF|98|Pink
F48P1AD9JF|99|Pink
FOODFJIKPX|0|White
FOODFJIKPX|2|Pink
FOODFJIKPX|3|Pink
FOODFJIKPX|4|Black
FOODFJIKPX|7|Purple
FOODFJIKPX|9|Yellow
FOODFJIKPX|11|Green
FOODFJIKPX|14|Blue
FOODFJIKPX|15|Red
FOODFJIKPX|19|Black
FOODFJIKPX|20|White
FOODFJIKPX|21|Black
FOODFJIKPX|23|Black
FOODFJIKPX|25|Purple
FOODFJIKPX|27|Blue
FOODFJIKPX|28|Red
FOODFJIKPX|34|Yellow
FOODFJIKPX|35|Red
FOODFJIKPX|38|Red
FOODFJIKPX|43|Red
FOODFJIKPX|44|Red
FOODFJIKPX|45|Pink
FOODFJIKPX|47|Red
FOODFJIKPX|48|Yellow
FOODFJIKPX|49|Green
FOODFJIKPX|51|Purple
FOODFJIKPX|55|Black
FOODFJIKPX|56|Purple
FOODFJIKPX|60|Purple
FOODFJIKPX|62|White
FOODFJIKPX|64|White
FOODFJIKPX|68|White
FOODFJIKPX|69|Green
FOODFJIKPX|70|Purple
FOODFJIKPX|71|White
FOODFJIKPX|73|Green
FOODFJIKPX|74|Green
FOODFJIKPX|77|Yellow
FOODFJIKPX|78|Green
FOODFJIKPX|79|White
FOODFJIKPX|80|Purple
FOODFJIKPX|82|Orange
FOODFJIKPX|83|Orange
FOODFJIKPX|85|White
FOODFJIKPX|87|Orange
FOODFJIKPX|88|Pink
FOODFJIKPX|97|Blue
G6DK3ZU7T9|0|Orange
G6DK3ZU7T9|2|Yellow
G6DK3ZU7T9|4|Green
G6DK3ZU7T9|6|Pink
G6DK3ZU7T9|8|Pink
G6DK3ZU7T9|9|White
G6DK3ZU7T9|11|White
G6DK3ZU7T9|16|White
G6DK3ZU7T9|17|Orange
G6DK3ZU7T9|18|Blue
G6DK3ZU7T9|19|Red
G6DK3ZU7T9|20|Yellow
G6DK3ZU7T9|21|Green
G6DK3ZU7T9|26|Pink
G6DK3ZU7T9|27|Pink
G6DK3ZU7T9|29|Red
G6DK3ZU7T9|30|Black
G6DK3ZU7T9|31|Red
G6DK3ZU7T9|33|White
G6DK3ZU7T9|35|White
G6DK3ZU7T9|36|Purple
G6DK3ZU7T9|37|Orange
G6DK3ZU7T9|39|Green
G6DK3ZU7T9|41|Orange
G6DK3ZU7T9|42|White
G6DK3ZU7T9|45|Green
G6DK3ZU7T9|46|Yellow
G6DK3ZU7T9|47|Blue
G6DK3ZU7T9|48|Purple
G6DK3ZU7T9|53|Red
G6DK3ZU7T9|56|Green
G6DK3ZU7T9|57|Purple
G6DK3ZU7T9|59|Red
G6DK3ZU7T9|60|White
G6DK3ZU7T9|71|Orange
G6DK3ZU7T9|78|Orange
G6DK3ZU7T9|80|Red
G6DK3ZU7T9|83|Blue
G6DK3ZU7T9|85|Black
G6DK3ZU7T9|86|Green
G6DK3ZU7T9|87|White
G6DK3ZU7T9|88|Black
G6DK3ZU7T9|93|Pink
G6DK3ZU7T9|94|Orange
G6DK3ZU7T9|96|White
G6DK3ZU7T9|97|Pink
G6DK3ZU7T9|98|Green
G6DK3ZU7T9|99|White
GARQKSUQ4X|1|Pink
GARQKSUQ4X|3|Green
GARQKSUQ4X|6|Red
GARQKSUQ4X|9|Orange
GARQKSUQ4X|10|White
GARQKSUQ4X|15|Yellow
GARQKSUQ4X|17|Orange
GARQKSUQ4X|18|Purple
GARQKSUQ4X|19|Purple
GARQKSUQ4X|20|Blue
GARQKSUQ4X|21|Green
GARQKSUQ4X|27|Blue
GARQKSUQ4X|29|Purple
GARQKSUQ4X|32|Black
GARQKSUQ4X|35|Green
GARQKSUQ4X|36|Red
GARQKSUQ4X|37|White
GARQKSUQ4X|38|Orange
GARQKSUQ4X|39|Purple
GARQKSUQ4X|40|Yellow
GARQKSUQ4X|42|Purple
GARQKSUQ4X|43|Green
GARQKSUQ4X|44|Red
GARQKSUQ4X|46|Black
GARQKSUQ4X|47|Green
GARQKSUQ4X|50|Black
GARQKSUQ4X|52|Orange
GARQKSUQ4X|54|Pink
GARQKSUQ4X|56|White
GARQKSUQ4X|57|Purple
GARQKSUQ4X|58|Yellow
GARQKSUQ4X|59|Red
GARQKSUQ4X|60|Red
GARQKSUQ4X|61|Green
GARQKSUQ4X|66|Pink
GARQKSUQ4X|73|Purple
GARQKSUQ4X|75|Red
GARQKSUQ4X|79|Purple
GARQKSUQ4X|81|Red
GARQKSUQ4X|83|Red
GARQKSUQ4X|86|Pink
GARQKSUQ4X|87|White
GARQKSUQ4X|88|Blue
GARQKSUQ4X|90|Orange
GARQKSUQ4X|92|Red
GARQKSUQ4X|93|Orange
GARQKSUQ4X|94|Black
GUOCVTTGXR|1|Orange
GUOCVTTGXR|2|Green
GUOCVTTGXR|7|Yellow
GUOCVTTGXR|9|Purple
GUOCVTTGXR|10|Orange
GUOCVTTGXR|11|Green
GUOCVTTGXR|15|Blue
GUOCVTTGXR|16|Yellow
GUOCVTTGXR|17|Orange
GUOCVTTGXR|18|Pink
GUOCVTTGXR|19|Purple
GUOCVTTGXR|20|Yellow
GUOCVTTGXR|21|White
GUOCVTTGXR|22|Green
GUOCVTTGXR|23|Green
GUOCVTTGXR|24|Red
GUOCVTTGXR|26|White
GUOCVTTGXR|29|Orange
GUOCVTTGXR|30|Yellow
GUOCVTTGXR|31|Blue
GUOCVTTGXR|37|Red
GUOCVTTGXR|39|Blue
GUOCVTTGXR|40|Green
GUOCVTTGXR|41|White
GUOCVTTGXR|46|Green
GUOCVTTGXR|48|Pink
GUOCVTTGXR|49|Red
GUOCVTTGXR|52|Orange
GUOCVTTGXR|54|Red
GUOCVTTGXR|55|Pink
GUOCVTTGXR|56|Purple
GUOCVTTGXR|57|Blue
GUOCVTTGXR|60|Red
GUOCVTTGXR|64|Orange
GUOCVTTGXR|65|Green
GUOCVTTGXR|68|White
GUOCVTTGXR|69|Green
GUOCVTTGXR|71|Blue
GUOCVTTGXR|72|Pink
GUOCVTTGXR|73|Purple
GUOCVTTGXR|76|White
GUOCVTTGXR|79|Blue
GUOCVTTGXR|82|Pink
GUOCVTTGXR|84|Purple
GUOCVTTGXR|85|Purple
GUOCVTTGXR|86|Pink
GUOCVTTGXR|90|White
GUOCVTTGXR|92|Black
GUOCVTTGXR|97|White
GUOCVTTGXR|98|Blue
GUOCVTTGXR|99|Blue
GZ9TR3TTZU|0|White
GZ9TR3TTZU|2|Purple
GZ9TR3TTZU|7|Red
GZ9TR3TTZU|9|Yellow
GZ9TR3TTZU|10|Yellow
GZ9TR3TTZU|11|Black
GZ9TR3TTZU|12|Red
GZ9TR3TTZU|14|White
GZ9TR3TTZU|15|Blue
GZ9TR3TTZU|18|Yellow
GZ9TR3TTZU|19|White
GZ9TR3TTZU|20|Purple
GZ9TR3TTZU|22|Red
GZ9TR3TTZU|30|Black
GZ9TR3TTZU|32|Blue
GZ9TR3TTZU|38|Pink
GZ9TR3TTZU|39|Black
GZ9TR3TTZU|40|Blue
GZ9TR3TTZU|41|Pink
GZ9TR3TTZU|44|Pink
GZ9TR3TTZU|48|Red
GZ9TR3TTZU|49|Red
GZ9TR3TTZU|52|White
GZ9TR3TTZU|53|Black
GZ9TR3TTZU|55|Yellow
GZ9TR3TTZU|56|Blue
GZ9TR3TTZU|61|White
GZ9TR3TTZU|62|White
GZ9TR3TTZU|64|Orange
GZ9TR3TTZU|65|Pink
GZ9TR3TTZU|66|Orange
GZ9TR3TTZU|67|Red
GZ9TR3TTZU|69|Black
GZ9TR3TTZU|72|Red
GZ9TR3TTZU|74|Orange
GZ9TR3TTZU|76|Green
GZ9TR3TTZU|77|Red
GZ9TR3TTZU|78|Orange
GZ9TR3TTZU|79|Pink
GZ9TR3TTZU|81|Black
GZ9TR3TTZU|82|Black
GZ9TR3TTZU|83|Green
GZ9TR3TTZU|91|Blue
GZ9TR3TTZU|92|Blue
GZ9TR3TTZU|96|Orange
GZ9TR3TTZU|98|Green
GZ9TR3TTZU|99|Purple
H5QRD7O2J5|0|Purple
H5QRD7O2J5|3|Black
H5QRD7O2J5|6|White
H5QRD7O2J5|10|Purple
H5QRD7O2J5|12|Purple
H5QRD7O2J5|15|White
H5QRD7O2J5|16|Pink
H5QRD7O2J5|17|Green
H5QRD7O2J5|18|White
H5QRD7O2J5|21|Black
H5QRD7O2J5|23|White
H5QRD7O2J5|24|Blue
H5QRD7O2J5|26|Blue
H5QRD7O2J5|28|Blue
H5QRD7O2J5|30|Orange
H5QRD7O2J5|31|Green
H5QRD7O2J5|32|Green
H5QRD7O2J5|33|Black
H5QRD7O2J5|37|Orange
H5QRD7O2J5|38|White
H5QRD7O2J5|43|Yellow
H5QRD7O2J5|44|Red
H5QRD7O2J5|45|Black
H5QRD7O2J5|46|Green
H5QRD7O2J5|48|Green
H5QRD7O2J5|49|Green
H5QRD7O2J5|50|Purple
H5QRD7O2J5|52|Green
H5QRD7O2J5|55|Green
H5QRD7O2J5|56|Pink
H5QRD7O2J5|60|Red
H5QRD7O2J5|63|Green
H5QRD7O2J5|64|Pink
H5QRD7O2J5|67|Black
H5QRD7O2J5|69|Purple
H5QRD7O2J5|72|Purple
H5QRD7O2J5|73|Orange
H5QRD7O2J5|75|Pink
H5QRD7O2J5|77|Yellow
H5QRD7O2J5|78|Green
H5QRD7O2J5|80|Blue
H5QRD7O2J5|82|Green
H5QRD7O2J5|83|Yellow
H5QRD7O2J5|85|Blue
H5QRD7O2J5|89|Purple
H5QRD7O2J5|90|Pink
H5QRD7O2J5|94|Pink
H5QRD7O2J5|97|Purple
HVEQMNINBA|0|Purple
HVEQMNINBA|1|Black
HVEQMNINBA|5|Orange
HVEQMNINBA|9|Blue
HVEQMNINBA|11|White
HVEQMNINBA|12|Yellow
HVEQMNINBA|14|Purple
HVEQMNINBA|15|Blue
HVEQMNINBA|17|Yellow
HVEQMNINBA|19|Green
HVEQMNINBA|21|Green
HVEQMNINBA|24|Green
HVEQMNINBA|26|White
HVEQMNINBA|29|Purple
HVEQMNINBA|30|Green
HVEQMNINBA|31|Blue
HVEQMNINBA|35|Yellow
HVEQMNINBA|38|Green
HVEQMNINBA|40|Orange
HVEQMNINBA|41|Red
HVEQMNINBA|43|Red
HVEQMNINBA|47|Purple
HVEQMNINBA|49|White
HVEQMNINBA|50|Red
HVEQMNINBA|53|Pink
HVEQMNINBA|58|Purple
HVEQMNINBA|61|Yellow
HVEQMNINBA|62|Red
HVEQMNINBA|63|Purple
HVEQMNINBA|64|Yellow
HVEQMNINBA|65|Blue
HVEQMNINBA|68|Blue
HVEQMNINBA|72|White
HVEQMNINBA|73|Yellow
HVEQMNINBA|75|Blue
HVEQMNINBA|77|Orange
HVEQMNINBA|78|Blue
HVEQMNINBA|79|Orange
HVEQMNINBA|80|Orange
HVEQMNINBA|83|Yellow
HVEQMNINBA|84|White
HVEQMNINBA|85|Blue
HVEQMNINBA|86|Green
HVEQMNINBA|87|Yellow
HVEQMNINBA|90|Red
HVEQMNINBA|93|Orange
HVEQMNINBA|95|Purple
HVEQMNINBA|96|Red
HVEQMNINBA|99|Red
HW3SMGSDE1|0|Black
HW3SMGSDE1|5|Red
HW3SMGSDE1|6|Yellow
HW3SMGSDE1|7|Green
HW3SMGSDE1|8|Blue
HW3SMGSDE1|14|Red
HW3SMGSDE1|15|Blue
HW3SMGSDE1|16|Blue
HW3SMGSDE1|17|White
HW3SMGSDE1|21|Red
HW3SMGSDE1|25|White
HW3SMGSDE1|26|Orange
HW3SMGSDE1|28|Green
HW3SMGSDE1|29|Blue
HW3SMGSDE1|32|Orange
HW3SMGSDE1|34|Purple
HW3SMGSDE1|35|Black
HW3SMGSDE1|36|Purple
HW3SMGSDE1|37|Black
HW3SMGSDE1|39|Purple
HW3SMGSDE1|40|Yellow
HW3SMGSDE1|42|Blue
HW3SMGSDE1|43|Purple
HW3SMGSDE1|46|Red
HW3SMGSDE1|48|Purple
HW3SMGSDE1|50|Pink
HW3SMGSDE1|53|Purple
HW3SMGSDE1|54|Black
HW3SMGSDE1|56|Black
HW3SMGSDE1|58|Pink
HW3SMGSDE1|59|Blue
HW3SMGSDE1|61|White
HW3SMGSDE1|63|Green
HW3SMGSDE1|64|Black
HW3SMGSDE1|65|Green
HW3SMGSDE1|68|Black
HW3SMGSDE1|69|Red
HW3SMGSDE1|71|White
HW3SMGSDE1|76|Purple
HW3SMGSDE1|79|Green
HW3SMGSDE1|81|Yellow
HW3SMGSDE1|83|Orange
HW3SMGSDE1|90|White
HW3SMGSDE1|92|Black
HW3SMGSDE1|94|Green
HW3SMGSDE1|96|Green
HW3SMGSDE1|97|Orange
HW3SMGSDE1|98|Yellow
HW3SMGSDE1|99|Blue
IDD8JBQRL3|3|White
IDD8JBQRL3|4|Red
IDD8JBQRL3|6|Red
IDD8JBQRL3|8|Red
IDD8JBQRL3|10|Black
IDD8JBQRL3|14|White
IDD8JBQRL3|19|Green
IDD8JBQRL3|21|Blue
IDD8JBQRL3|23|White
IDD8JBQRL3|24|White
IDD8JBQRL3|25|Yellow
IDD8JBQRL3|26|Pink
IDD8JBQRL3|27|Red
IDD8JBQRL3|28|Black
IDD8JBQRL3|29|Green
IDD8JBQRL3|31|Orange
IDD8JBQRL3|34|Yellow
IDD8JBQRL3|35|Green
IDD8JBQRL3|37|Red
IDD8JBQRL3|38|Black
IDD8JBQRL3|39|Pink
IDD8JBQRL3|43|Purple
IDD8JBQRL3|45|Orange
IDD8JBQRL3|51|Orange
IDD8JBQRL3|56|Purple
IDD8JBQRL3|58|Pink
IDD8JBQRL3|60|Yellow
IDD8JBQRL3|61|Purple
IDD8JBQRL3|63|White
IDD8JBQRL3|66|Red
IDD8JBQRL3|67|Orange
IDD8JBQRL3|68|White
IDD8JBQRL3|69|Purple
IDD8JBQRL3|71|Red
IDD8JBQRL3|72|Purple
IDD8JBQRL3|73|Orange
IDD8JBQRL3|74|Orange
IDD8JBQRL3|76|Pink
IDD8JBQRL3|79|Pink
IDD8JBQRL3|80|Purple
IDD8JBQRL3|81|Red
IDD8JBQRL3|82|Red
IDD8JBQRL3|84|Purple
